{'NM_000014': ['version 5', 4425]}
{'NM_001107988': ['version 1', 3651]}
{'NM_001107989': ['version 1', 558]}
{'NM_001107991': ['version 1', 897]}
{'NM_001107994': ['version 2', 822]}
{'NM_001107995': ['version 1', 891]}
{'NM_001107996': ['version 1', 1794]}
{'NM_001107997': ['version 1', 2328]}
{'NM_001107998': ['version 1', 1218]}
{'NM_001107999': ['version 1', 1692]}
{'NM_001108000': ['version 1', 927]}
{'NM_001108001': ['version 1', 2367]}
{'NM_001108002': ['version 1', 525]}
{'NM_001108003': ['version 1', 1074]}
{'NM_001108004': ['version 1', 1149]}
{'NM_001108005': ['version 2', 5214]}
{'NM_001108006': ['version 1', 13125]}
{'NM_001108007': ['version 1', 882]}
{'NM_001108008': ['version 1', 2565]}
{'NM_001108009': ['version 1', 1812]}
{'NM_001108010': ['version 2', 1239]}
{'NM_001108012': ['version 1', 4254]}
{'NM_001108013': ['version 1', 1392]}
{'NM_001108014': ['version 1', 3294]}
{'NM_001108015': ['version 2', 624]}
{'NM_001108016': ['version 2', 1560]}
{'NM_001108017': ['version 1', 1254]}
{'NM_001108018': ['version 1', 1467]}
{'NM_001108019': ['version 1', 1182]}
{'NM_001108021': ['version 1', 1815]}
{'NM_001108022': ['version 1', 906]}
{'NM_001108023': ['version 1', 1404]}
{'NM_001108024': ['version 1', 2160]}
{'NM_001108025': ['version 1', 933]}
{'NM_001108027': ['version 1', 900]}
{'NM_001108028': ['version 1', 1392]}
{'NM_001108029': ['version 1', 2880]}
{'NM_001108030': ['version 1', 2907]}
{'NM_001108031': ['version 1', 1065]}
{'NM_001108032': ['version 1', 741]}
{'NM_001108033': ['version 1', 1173]}
{'NM_001108034': ['version 1', 2028]}
{'NM_001108036': ['version 2', 4104]}
{'NM_001108037': ['version 1', 951]}
{'NM_001108038': ['version 1', 7629]}
{'NM_001108040': ['version 1', 1794]}
{'NM_001108041': ['version 1', 1293]}
{'NM_001108042': ['version 2', 1437]}
{'NM_001108043': ['version 1', 4329]}
{'NM_001108044': ['version 2', 1236]}
{'NM_001108045': ['version 1', 2409]}
{'NM_001108046': ['version 2', 1869]}
{'NM_001108047': ['version 1', 1374]}
{'NM_001108048': ['version 1', 1557]}
{'NM_001108051': ['version 1', 1113]}
{'NM_001108052': ['version 1', 2694]}
{'NM_001108053': ['version 1', 705]}
{'NM_001108054': ['version 1', 1239]}
{'NM_001108055': ['version 3', 2175]}
{'NM_001108056': ['version 2', 2220]}
{'NM_001108057': ['version 1', 2301]}
{'NM_001108058': ['version 1', 483]}
{'NM_001108059': ['version 3', 1284]}
{'NM_001108060': ['version 2', 387]}
{'NM_001108061': ['version 1', 1380]}
{'NM_001108062': ['version 1', 3129]}
{'NM_001108063': ['version 1', 1764]}
{'NM_001108064': ['version 1', 2889]}
{'NM_001108065': ['version 1', 1722]}
{'NM_001108066': ['version 2', 1785]}
{'NM_001108067': ['version 1', 3351]}
{'NM_001108068': ['version 1', 3855]}
{'NM_001108069': ['version 1', 1311]}
{'NM_001108070': ['version 1', 1296]}
{'NM_001108071': ['version 1', 774]}
{'NM_001108072': ['version 2', 489]}
{'NM_001108073': ['version 1', 2724]}
{'NM_001108074': ['version 2', 1482]}
{'NM_001108075': ['version 1', 1242]}
{'NM_001108076': ['version 2', 3297]}
{'NM_001108077': ['version 1', 1248]}
{'NM_001108079': ['version 1', 1059]}
{'NM_001108080': ['version 1', 642]}
{'NM_001108081': ['version 1', 1191]}
{'NM_001108082': ['version 2', 1572]}
{'NM_001108083': ['version 1', 1446]}
{'NM_001108084': ['version 1', 1434]}
{'NM_001108085': ['version 1', 498]}
{'NM_001108086': ['version 2', 4236]}
{'NM_001108087': ['version 1', 1056]}
{'NM_001108088': ['version 1', 1080]}
{'NM_001108089': ['version 1', 1803]}
{'NM_001108090': ['version 1', 723]}
{'NM_001108091': ['version 1', 1497]}
{'NM_001108094': ['version 2', 1143]}
{'NM_001108096': ['version 1', 822]}
{'NM_001108097': ['version 3', 1527]}
{'NM_001108098': ['version 1', 1332]}
{'NM_001108099': ['version 1', 1377]}
{'NM_001108100': ['version 1', 1584]}
{'NM_001108101': ['version 1', 1833]}
{'NM_001108102': ['version 1', 2187]}
{'NM_001108103': ['version 1', 3177]}
{'NM_001108104': ['version 2', 1467]}
{'NM_001108105': ['version 1', 1221]}
{'NM_001108106': ['version 1', 5526]}
{'NM_001108107': ['version 2', 2328]}
{'NM_001108108': ['version 1', 2400]}
{'NM_001108109': ['version 2', 867]}
{'NM_001108110': ['version 1', 1992]}
{'NM_001108111': ['version 1', 1170]}
{'NM_001108112': ['version 1', 1881]}
{'NM_001108113': ['version 1', 1608]}
{'NM_001108115': ['version 1', 1458]}
{'NM_001108116': ['version 1', 669]}
{'NM_001108117': ['version 1', 534]}
{'NM_001108118': ['version 1', 3300]}
{'NM_001108119': ['version 1', 3321]}
{'NM_001108120': ['version 1', 429]}
{'NM_001108121': ['version 1', 1824]}
{'NM_001108122': ['version 1', 1575]}
{'NM_001108123': ['version 1', 1932]}
{'NM_001108124': ['version 3', 1500]}
{'NM_001108125': ['version 1', 1479]}
{'NM_001108127': ['version 1', 1503]}
{'NM_001108128': ['version 1', 996]}
{'NM_001108129': ['version 1', 804]}
{'NM_001108131': ['version 1', 2673]}
{'NM_001108132': ['version 1', 897]}
{'NM_001108133': ['version 1', 3891]}
{'NM_001108134': ['version 2', 1440]}
{'NM_001108135': ['version 1', 3918]}
{'NM_001108136': ['version 1', 738]}
{'NM_001108137': ['version 2', 1773]}
{'NM_001108138': ['version 1', 2637]}
{'NM_001108140': ['version 1', 567]}
{'NM_001108141': ['version 1', 6336]}
{'NM_001108142': ['version 1', 2940]}
{'NM_001108143': ['version 2', 600]}
{'NM_001108144': ['version 1', 3240]}
{'NM_001108145': ['version 1', 1656]}
{'NM_001108146': ['version 1', 2655]}
{'NM_001108147': ['version 1', 4248]}
{'NM_001108148': ['version 2', 654]}
{'NM_001108149': ['version 1', 5202]}
{'NM_001108150': ['version 1', 1044]}
{'NM_001108151': ['version 1', 828]}
{'NM_001108152': ['version 1', 555]}
{'NM_001108153': ['version 1', 2001]}
{'NM_001108154': ['version 1', 1479]}
{'NM_001108155': ['version 1', 2859]}
{'NM_001108156': ['version 1', 3516]}
{'NM_001108157': ['version 1', 1884]}
{'NM_001108158': ['version 1', 1113]}
{'NM_001108159': ['version 1', 1956]}
{'NM_001108161': ['version 1', 3555]}
{'NM_001108162': ['version 1', 801]}
{'NM_001108163': ['version 1', 1095]}
{'NM_001108164': ['version 1', 3879]}
{'NM_001108165': ['version 2', 2910]}
{'NM_001108166': ['version 3', 1629]}
{'NM_001108168': ['version 1', 1365]}
{'NM_001108169': ['version 1', 3027]}
{'NM_001108170': ['version 1', 1905]}
{'NM_001108172': ['version 1', 2508]}
{'NM_001108174': ['version 1', 2160]}
{'NM_001108175': ['version 1', 2514]}
{'NM_001108176': ['version 1', 225]}
{'NM_001108178': ['version 2', 1392]}
{'NM_001108179': ['version 1', 3369]}
{'NM_001108180': ['version 1', 1944]}
{'NM_001108181': ['version 1', 2340]}
{'NM_001108182': ['version 1', 1524]}
{'NM_001108183': ['version 1', 369]}
{'NM_001108185': ['version 1', 2358]}
{'NM_001108186': ['version 1', 3360]}
{'NM_001108187': ['version 1', 849]}
{'NM_001108189': ['version 1', 6885]}
{'NM_001108190': ['version 1', 1398]}
{'NM_001108191': ['version 1', 1272]}
{'NM_001108192': ['version 1', 1944]}
{'NM_001108193': ['version 1', 1314]}
{'NM_001108194': ['version 1', 1584]}
{'NM_001108195': ['version 1', 1683]}
{'NM_001108197': ['version 1', 927]}
{'NM_001108198': ['version 1', 606]}
{'NM_001108199': ['version 1', 3363]}
{'NM_001108200': ['version 2', 1023]}
{'NM_001108201': ['version 1', 4485]}
{'NM_001108202': ['version 1', 1149]}
{'NM_001108203': ['version 1', 1632]}
{'NM_001108204': ['version 1', 2070]}
{'NM_001108205': ['version 1', 675]}
{'NM_001108206': ['version 1', 1497]}
{'NM_001108207': ['version 1', 1968]}
{'NM_001108209': ['version 1', 1131]}
{'NM_001108210': ['version 1', 990]}
{'NM_001108211': ['version 1', 921]}
{'NM_001108212': ['version 1', 1116]}
{'NM_001108213': ['version 1', 3360]}
{'NM_001108214': ['version 2', 2451]}
{'NM_001108215': ['version 1', 1401]}
{'NM_001108216': ['version 1', 1143]}
{'NM_001108217': ['version 1', 849]}
{'NM_001108218': ['version 1', 4737]}
{'NM_001108219': ['version 1', 1098]}
{'NM_001108220': ['version 1', 879]}
{'NM_001108221': ['version 1', 1461]}
{'NM_001108222': ['version 1', 2733]}
{'NM_001108223': ['version 1', 1032]}
{'NM_001108224': ['version 2', 2484]}
{'NM_001108225': ['version 1', 5007]}
{'NM_001108226': ['version 1', 1098]}
{'NM_001108227': ['version 1', 1254]}
{'NM_001108228': ['version 1', 1446]}
{'NM_001108229': ['version 1', 1311]}
{'NM_001108230': ['version 1', 2010]}
{'NM_001108231': ['version 1', 1404]}
{'NM_001108232': ['version 2', 1008]}
{'NM_001108233': ['version 1', 3183]}
{'NM_001108234': ['version 1', 1437]}
{'NM_001108235': ['version 1', 912]}
{'NM_001108236': ['version 1', 2685]}
{'NM_001108237': ['version 2', 9252]}
{'NM_001108238': ['version 1', 6144]}
{'NM_001108239': ['version 1', 2652]}
{'NM_001108240': ['version 1', 1620]}
{'NM_001108241': ['version 1', 576]}
{'NM_001108242': ['version 1', 1080]}
{'NM_001108243': ['version 2', 1401]}
{'NM_001108244': ['version 1', 2154]}
{'NM_001108245': ['version 2', 1050]}
{'NM_001108246': ['version 1', 936]}
{'NM_001108247': ['version 2', 1182]}
{'NM_001108248': ['version 1', 1068]}
{'NM_001108249': ['version 1', 519]}
{'NM_001108250': ['version 1', 1290]}
{'NM_001108251': ['version 1', 1917]}
{'NM_001108252': ['version 1', 2091]}
{'NM_001108253': ['version 1', 3072]}
{'NM_001108254': ['version 1', 1551]}
{'NM_001108255': ['version 2', 744]}
{'NM_001108256': ['version 2', 2700]}
{'NM_001108257': ['version 1', 714]}
{'NM_001108258': ['version 1', 1527]}
{'NM_001108259': ['version 1', 2331]}
{'NM_001108260': ['version 1', 6576]}
{'NM_001108261': ['version 1', 525]}
{'NM_001108262': ['version 1', 2121]}
{'NM_001108263': ['version 1', 669]}
{'NM_001108264': ['version 1', 912]}
{'NM_001108265': ['version 1', 1554]}
{'NM_001108266': ['version 1', 273]}
{'NM_001108267': ['version 1', 1017]}
{'NM_001108268': ['version 1', 792]}
{'NM_001108269': ['version 1', 678]}
{'NM_001108270': ['version 1', 498]}
{'NM_001108271': ['version 1', 465]}
{'NM_001108272': ['version 2', 1113]}
{'NM_001108273': ['version 1', 1401]}
{'NM_001108274': ['version 1', 3789]}
{'NM_001108275': ['version 1', 1608]}
{'NM_001108276': ['version 1', 954]}
{'NM_001108277': ['version 1', 855]}
{'NM_001108278': ['version 1', 513]}
{'NM_001108279': ['version 1', 1419]}
{'NM_001108280': ['version 1', 750]}
{'NM_001108281': ['version 1', 1848]}
{'NM_001108282': ['version 1', 1257]}
{'NM_001108283': ['version 1', 471]}
{'NM_001108284': ['version 1', 1563]}
{'NM_001108285': ['version 1', 1110]}
{'NM_001108286': ['version 1', 513]}
{'NM_001108287': ['version 1', 1107]}
{'NM_001108288': ['version 1', 3027]}
{'NM_001108289': ['version 1', 534]}
{'NM_001108290': ['version 2', 3963]}
{'NM_001108291': ['version 1', 1476]}
{'NM_001108293': ['version 1', 1143]}
{'NM_001108294': ['version 1', 624]}
{'NM_001108295': ['version 1', 1248]}
{'NM_001108296': ['version 1', 348]}
{'NM_001108297': ['version 1', 1341]}
{'NM_001108298': ['version 1', 1686]}
{'NM_001108299': ['version 1', 1461]}
{'NM_001108300': ['version 1', 2220]}
{'NM_001108301': ['version 1', 2829]}
{'NM_001108302': ['version 1', 888]}
{'NM_001108303': ['version 2', 6162]}
{'NM_001108304': ['version 1', 1977]}
{'NM_001108305': ['version 1', 927]}
{'NM_001108307': ['version 1', 570]}
{'NM_001108308': ['version 1', 1353]}
{'NM_001108309': ['version 1', 2163]}
{'NM_001108310': ['version 1', 3210]}
{'NM_001108311': ['version 1', 294]}
{'NM_001108312': ['version 2', 873]}
{'NM_001108313': ['version 1', 993]}
{'NM_001108314': ['version 1', 306]}
{'NM_001108315': ['version 1', 6003]}
{'NM_001108316': ['version 2', 894]}
{'NM_001108318': ['version 2', 1854]}
{'NM_001108319': ['version 1', 711]}
{'NM_001108320': ['version 1', 837]}
{'NM_001108321': ['version 1', 738]}
{'NM_001108322': ['version 1', 1443]}
{'NM_001108323': ['version 1', 831]}
{'NM_001108324': ['version 1', 612]}
{'NM_001108325': ['version 1', 2373]}
{'NM_001108326': ['version 2', 2514]}
{'NM_001108328': ['version 1', 1959]}
{'NM_001108329': ['version 1', 2061]}
{'NM_001108330': ['version 1', 300]}
{'NM_001108331': ['version 2', 477]}
{'NM_001108332': ['version 1', 1386]}
{'NM_001108333': ['version 1', 1509]}
{'NM_001108334': ['version 1', 7419]}
{'NM_001108335': ['version 1', 2406]}
{'NM_001108336': ['version 1', 990]}
{'NM_001108338': ['version 3', 1863]}
{'NM_001108339': ['version 1', 468]}
{'NM_001108340': ['version 1', 705]}
{'NM_001108342': ['version 1', 999]}
{'NM_001108343': ['version 1', 492]}
{'NM_001108344': ['version 2', 615]}
{'NM_001108346': ['version 2', 909]}
{'NM_001108347': ['version 1', 411]}
{'NM_001108348': ['version 1', 990]}
{'NM_001108349': ['version 1', 1149]}
{'NM_001108350': ['version 1', 1053]}
{'NM_001108351': ['version 1', 1101]}
{'NM_001108352': ['version 1', 1698]}
{'NM_001108353': ['version 1', 339]}
{'NM_001108354': ['version 2', 750]}
{'NM_001108355': ['version 1', 1653]}
{'NM_001108357': ['version 1', 651]}
{'NM_001108358': ['version 1', 2187]}
{'NM_001108359': ['version 1', 879]}
{'NM_001108360': ['version 1', 822]}
{'NM_001108362': ['version 2', 492]}
{'NM_001108363': ['version 1', 591]}
{'NM_001108364': ['version 1', 342]}
{'NM_001108365': ['version 1', 1287]}
{'NM_001108366': ['version 1', 690]}
{'NM_001108367': ['version 1', 2463]}
{'NM_001108368': ['version 1', 648]}
{'NM_001108369': ['version 1', 357]}
{'NM_001108371': ['version 1', 555]}
{'NM_001108372': ['version 2', 369]}
{'NM_001108373': ['version 1', 720]}
{'NM_001108374': ['version 1', 2313]}
{'NM_001108375': ['version 2', 369]}
{'NM_001108376': ['version 2', 429]}
{'NM_001108377': ['version 2', 1923]}
{'NM_001108378': ['version 1', 897]}
{'NM_001108379': ['version 1', 1257]}
{'NM_001108380': ['version 1', 1596]}
{'NM_001108381': ['version 1', 621]}
{'NM_001108382': ['version 1', 627]}
{'NM_001108383': ['version 1', 1728]}
{'NM_001108384': ['version 1', 1089]}
{'NM_001108385': ['version 1', 963]}
{'NM_001108387': ['version 2', 1398]}
{'NM_001108388': ['version 1', 1959]}
{'NM_001108389': ['version 1', 2175]}
{'NM_001108390': ['version 2', 1014]}
{'NM_001108391': ['version 1', 798]}
{'NM_001108392': ['version 2', 1590]}
{'NM_001108393': ['version 1', 3219]}
{'NM_001108394': ['version 1', 726]}
{'NM_001108395': ['version 1', 171]}
{'NM_001108397': ['version 1', 3207]}
{'NM_001108398': ['version 1', 1203]}
{'NM_001108399': ['version 1', 1140]}
{'NM_001108400': ['version 2', 480]}
{'NM_001108401': ['version 1', 1479]}
{'NM_001108402': ['version 1', 984]}
{'NM_001108403': ['version 1', 2349]}
{'NM_001108404': ['version 1', 1563]}
{'NM_001108405': ['version 1', 456]}
{'NM_001108406': ['version 1', 1422]}
{'NM_001108407': ['version 1', 762]}
{'NM_001108408': ['version 1', 3462]}
{'NM_001108409': ['version 1', 2031]}
{'NM_001108410': ['version 1', 591]}
{'NM_001108411': ['version 1', 882]}
{'NM_001108412': ['version 1', 555]}
{'NM_001108414': ['version 1', 381]}
{'NM_001108415': ['version 1', 2184]}
{'NM_001108417': ['version 1', 2178]}
{'NM_001108418': ['version 1', 6432]}
{'NM_001108420': ['version 1', 837]}
{'NM_001108421': ['version 1', 3807]}
{'NM_001108422': ['version 2', 1593]}
{'NM_001108423': ['version 1', 1560]}
{'NM_001108424': ['version 1', 702]}
{'NM_001108425': ['version 1', 2097]}
{'NM_001108426': ['version 2', 2667]}
{'NM_001108427': ['version 1', 369]}
{'NM_001108428': ['version 1', 360]}
{'NM_001108431': ['version 1', 897]}
{'NM_001108432': ['version 1', 918]}
{'NM_001108433': ['version 1', 2478]}
{'NM_001108434': ['version 1', 1269]}
{'NM_001108435': ['version 2', 1185]}
{'NM_001108436': ['version 1', 1377]}
{'NM_001108437': ['version 1', 1650]}
{'NM_001108438': ['version 2', 978]}
{'NM_001108439': ['version 1', 1158]}
{'NM_001108440': ['version 1', 1221]}
{'NM_001108441': ['version 1', 1116]}
{'NM_001108442': ['version 1', 414]}
{'NM_001108443': ['version 1', 954]}
{'NM_001108444': ['version 1', 2085]}
{'NM_001108445': ['version 1', 558]}
{'NM_001108446': ['version 1', 1800]}
{'NM_001108447': ['version 1', 3207]}
{'NM_001108448': ['version 1', 1494]}
{'NM_001108449': ['version 1', 2358]}
{'NM_001108450': ['version 1', 165]}
{'NM_001108451': ['version 1', 291]}
{'NM_001108452': ['version 1', 429]}
{'NM_001108453': ['version 1', 1860]}
{'NM_001108454': ['version 1', 1461]}
{'NM_001108455': ['version 1', 3573]}
{'NM_001108456': ['version 3', 2370]}
{'NM_001108457': ['version 1', 1074]}
{'NM_001108458': ['version 1', 1227]}
{'NM_001108459': ['version 1', 711]}
{'NM_001108460': ['version 1', 600]}
{'NM_001108461': ['version 1', 657]}
{'NM_001108462': ['version 2', 2934]}
{'NM_001108464': ['version 2', 927]}
{'NM_001108465': ['version 1', 2619]}
{'NM_001108466': ['version 1', 621]}
{'NM_001108467': ['version 1', 2154]}
{'NM_001108468': ['version 1', 1005]}
{'NM_001108469': ['version 1', 462]}
{'NM_001108470': ['version 1', 2208]}
{'NM_001108471': ['version 1', 552]}
{'NM_001108472': ['version 1', 1137]}
{'NM_001108473': ['version 1', 1299]}
{'NM_001108474': ['version 1', 909]}
{'NM_001108475': ['version 2', 1131]}
{'NM_001108476': ['version 1', 534]}
{'NM_001108477': ['version 1', 2580]}
{'NM_001108478': ['version 1', 720]}
{'NM_001108479': ['version 1', 861]}
{'NM_001108480': ['version 1', 768]}
{'NM_001108481': ['version 1', 657]}
{'NM_001108482': ['version 1', 582]}
{'NM_001108483': ['version 1', 501]}
{'NM_001108484': ['version 1', 3645]}
{'NM_001108485': ['version 1', 1551]}
{'NM_001108486': ['version 1', 1104]}
{'NM_001108487': ['version 2', 999]}
{'NM_001108488': ['version 1', 2469]}
{'NM_001108489': ['version 1', 4974]}
{'NM_001108490': ['version 1', 1038]}
{'NM_001108491': ['version 2', 1818]}
{'NM_001108493': ['version 1', 375]}
{'NM_001108494': ['version 1', 735]}
{'NM_001108495': ['version 1', 1284]}
{'NM_001108497': ['version 1', 681]}
{'NM_001108498': ['version 1', 723]}
{'NM_001108499': ['version 1', 618]}
{'NM_001108500': ['version 1', 5064]}
{'NM_001108501': ['version 1', 3024]}
{'NM_001108502': ['version 2', 1734]}
{'NM_001108503': ['version 1', 2127]}
{'NM_001108504': ['version 1', 213]}
{'NM_001108505': ['version 2', 948]}
{'NM_001108506': ['version 1', 1791]}
{'NM_001108507': ['version 2', 1533]}
{'NM_001108508': ['version 1', 2055]}
{'NM_001108509': ['version 2', 1437]}
{'NM_001108510': ['version 1', 1911]}
{'NM_001108511': ['version 1', 576]}
{'NM_001108512': ['version 1', 2652]}
{'NM_001108513': ['version 1', 1893]}
{'NM_001108514': ['version 1', 1818]}
{'NM_001108515': ['version 1', 3486]}
{'NM_001108516': ['version 1', 1176]}
{'NM_001108517': ['version 2', 2322]}
{'NM_001108518': ['version 1', 714]}
{'NM_001108519': ['version 1', 756]}
{'NM_001108520': ['version 2', 2313]}
{'NM_001108521': ['version 1', 1980]}
{'NM_001108522': ['version 1', 2586]}
{'NM_001108523': ['version 1', 2400]}
{'NM_001108524': ['version 1', 2388]}
